1-ECWJB||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:57:28||OSMRES0303R||REC||||1-ECHYE||1-24097769||1-3M-868||104368||11279523||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:34||
1-ECWGK||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T16:00:09||OSMRES0303R||REC||||1-ECHXE||1-24097769||1-3M-868||104368||11279505||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:33||
1-ECWG9||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T16:00:24||OSMRES0303R||REC||||1-ECHXA||1-24097769||1-3M-868||104368||11279503||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:34||
1-ECWHS||CMD M-2||P_1-1NF-1455||2012-05-02T00:00:00||2013-03-28T15:59:18||OSMRES0303R||REC||||1-ECHXU||1-24097769||1-3M-868||104368||11279513||1||46.23||0||||||DPLCT LOC08 ORY814N||1-2S-846||Réalisée||2012-09-25T10:05:33||
1-3ODNQA||CMD M-2||P_1-1NF-1833||2015-11-25T00:00:00||2015-11-26T08:01:18||PABXOO0030R||REC||||1-3ODNO1||1-222346556||1-3L-143||002802||10773645||1||52||0||||||RENOUVELLEMENT PARC||1-2S-565||Réalisée||2015-11-25T11:11:34||
1-3ODNPU||CMD M-2||P_1-1NF-1833||2015-11-25T00:00:00||2015-11-26T08:01:18||PABXOO0030R||REC||||1-3ODNNX||1-222346556||1-3L-143||002802||10773645||1||52||0||||||RENOUVELLEMENT PARC||1-2S-565||Réalisée||2015-11-25T11:11:34||
1-2SNG42||CMD M-2||P_1-1NF-1883||2017-04-19T00:00:00||2017-04-27T08:00:38||IPBORD0019R||REC||||1-2SNG3X||1-169055393||1-3L-784||102252||0233437766/1||1||||5.08||||||||1-2S-224||Réalisée||2017-04-26T17:59:21||
1-B55XUL||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55XTJ||1-673676408||1-3L-347||101814||10404596||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:46||
1-B55YDA||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55YC8||1-673676408||1-3L-347||101814||10410029||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:42||
1-B55XGF||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55XFD||1-673676408||1-3L-347||101814||10404594||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:49||
1-B55Y7H||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55Y6F||1-673676408||1-3L-347||101814||10530899||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:43||
1-B55Y12||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55XZJ||1-673676408||1-3L-347||101814||0174299975||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:45||
1-B55XL5||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55XK3||1-673676408||1-3L-347||101814||10404593||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:48||
1-B55XPV||CMD M-2||P_1-1NF-2125||2017-07-20T00:00:00||2017-07-21T08:00:44||TETRAA0016R||REC||||1-B55XOT||1-673676408||1-3L-347||101814||10404592||1||20||26.5||||||||1-2S-1603||Planifiée||2017-07-20T11:27:47||
1-9Y0RB0||CMD M-2||P_1-1NF-2268||2017-03-09T00:00:00||2017-05-16T08:36:38||INBOLD0101R||REC||||1-9Y0RAV||1-601308392||1-3L-624||100193||10623680||1||0||9||||||||1-2S-1603||Réalisée||2017-03-09T18:38:54||
1-8FHWB||CMD M-2||P_1-1NF-2533||2012-04-05T00:00:00||2015-07-24T17:17:20||HIPCMB0048R||REC||FIXE||1-8FHUY||1-14159921||1-3M-1180||105807||TNACN||1||258||258||||||OXATIS||1-82KOA||Réalisée||2012-06-04T12:12:33||
1-9QVEQ||CMD M-2||P_1-1NF-2536||2012-02-29T00:00:00||2015-07-24T17:17:20||IPBORD0209R||REC||||1-9QVEF||1-16370302||1-3L-347||044157||0174250560||1||.91||.91||||||BON DE COMMANDE 1-7YRGY||1-2S-1288||Réalisée||2012-02-29T00:00:00||
1-AGKR2H||CMD M-2||P_1-1NF-2784||2017-06-23T00:00:00||2017-06-29T08:00:43||LANISS0108R||REC||||1-AGKR1T||1-632503802||1-3M-1158||125223||14512030||1||300||675||||||SITA-APH-32633-APH32635||1-2S-1214||Planifiée||2017-06-28T15:14:09||
1-ASAOH7||CMD M-2||P_1-1NF-2829||2017-06-12T00:00:00||2017-06-14T08:00:40||HDLIAI0049R||REC||||1-ASANFU||1-652178678||1-3L-524||104386||14549982||1||0||40||||||||1-2S-951||Planifiée||2017-06-13T12:05:09||
1-9961LF||CMD M-2||P_1-1NF-2829||2017-03-13T00:00:00||2017-03-28T15:30:53||HDLIAI0049R||REC||||1-995YEK||1-557549551||1-3M-1||000896||14489952||1||0||37.5||||||||1-2S-1667||Planifiée||2017-03-21T09:03:22||
1-B27HHR||CMD M-2||P_1-1NF-2829||2017-07-07T00:00:00||2017-07-11T08:00:43||HDLIAI0049R||REC||||1-B27HDZ||1-668818012||1-3L-43||101706||14598380||1||||0||||||||1-2S-951||Planifiée||2017-07-10T10:31:00||
1-B27IF9||CMD M-2||P_1-1NF-2829||2017-07-07T00:00:00||2017-07-11T08:00:43||HDLIAI0049R||REC||||1-B27IBH||1-668818012||1-3L-43||101706||14598384||1||||0||||||||1-2S-951||Planifiée||2017-07-10T10:30:38||
1-99621C||CMD M-2||P_1-1NF-2829||2017-03-13T00:00:00||2017-03-28T15:30:53||HDLIAI0049R||REC||||1-9961XS||1-557549551||1-3M-1||000896||14489957||1||0||37.5||||||||1-2S-1667||Planifiée||2017-03-21T09:03:44||
1-B4DCAT||CMD M-2||P_1-1NF-2829||2017-07-21T00:00:00||2017-07-25T08:00:40||HDLIAI0049R||REC||||1-B4DC1F||1-672249439||1-3L-524||046401||14607883||1||0||40||||||FIBRE POUR TEST RADIO FEDEX||1-2S-1473||Planifiée||2017-07-24T15:08:00||
1-ASAOGG||CMD M-2||P_1-1NF-2829||2017-06-01T00:00:00||2017-06-13T08:00:41||HDLIAI0049R||REC||||1-ASANFQ||1-652178678||1-3L-524||104386||14549978||1||0||40||||||||1-2S-951||Planifiée||2017-06-06T09:45:58||
